step,object_id,model_x,model_y,model_vx,model_vy,model_contact,oracle_x,oracle_y,oracle_vx,oracle_vy,oracle_contact
0,0,0.5003857612609863,1.453495979309082,-0.017647195607423782,0.019094279035925865,0.00038822522037662566,0.5035966468293205,1.4458245310088953,-0.01637262683065151,0.01625412367883902,0.0
0,1,-0.33239904046058655,0.9039812684059143,0.045297205448150635,-0.006978080607950687,0.0003966423391830176,-0.32901260820442396,0.8980230043393453,0.04643556338320544,-0.007526637406121937,0.0
0,2,-0.967614471912384,1.659533143043518,-0.44944965839385986,0.2094292789697647,0.9998761415481567,-0.9697570715765085,1.6553929322390646,-0.45,0.21147780826211754,1.0
0,3,-0.3494322597980499,1.412734866142273,0.09712322056293488,-0.02568061649799347,0.0005151854129508138,-0.3470630312396888,1.4037153188369176,0.09808489055983978,-0.028233498568101485,0.0
0,4,-0.9895918965339661,0.971345841884613,-0.45762598514556885,0.05635356158018112,0.9991890788078308,-0.9783651061530463,0.9602025700182588,-0.45,0.04725048037408448,1.0
1,0,0.48062050342559814,1.5107704401016235,-0.021003220230340958,0.049567610025405884,0.00040324145811609924,0.487224019998669,1.4920786546877343,-0.01637262683065151,0.04625412367883902,0.0
1,1,-0.2876186966896057,0.8693661093711853,0.04439845681190491,-0.041789326816797256,0.0004250393540132791,-0.28257704482121854,0.8554963669332234,0.04643556338320544,-0.04252663740612194,0.0
1,2,0.4696415960788727,-0.28734803199768066,-0.054185040295124054,0.32771986722946167,0.04942551627755165,-1.4197570715765084,1.8968707405011822,-0.45,0.24147780826211754,1.0
1,3,-0.25413429737091064,1.3623247146606445,0.09301148355007172,-0.06057533621788025,0.000610862101893872,-0.24897814067984902,1.340481820268816,0.09808489055983978,-0.06323349856810148,0.0
1,4,0.48815304040908813,-0.2915802001953125,-0.060732193291187286,0.32962602376937866,0.0505305752158165,-1.4283651061530462,1.0374530503923434,-0.45,0.07725048037408448,1.0
2,0,0.45861130952835083,1.6075527667999268,-0.026985324919223785,0.08484172821044922,0.0003889987419825047,0.4708513931680175,1.5683327783665733,-0.01637262683065151,0.07625412367883902,0.0
2,1,-0.2435045689344406,0.8013545870780945,0.041571877896785736,-0.07562309503555298,0.0004562352260109037,-0.2361414814380131,0.7779697295271014,0.04643556338320544,-0.07752663740612195,0.0
2,2,0.04611239209771156,0.2817208170890808,-0.39789140224456787,0.07859254628419876,1.0,-1.5,2.1683485487632996,-0.45,0.27147780826211754,1.0
2,3,-0.16332750022411346,1.2781552076339722,0.08689023554325104,-0.09196940064430237,0.000680906290654093,-0.15089325012000926,1.2422483217007145,0.09808489055983978,-0.09823349856810148,0.0
2,4,0.3360937833786011,-0.13711918890476227,-0.08301306515932083,0.2881404161453247,0.11276800185441971,-1.5,1.144703530766428,-0.45,0.10725048037408448,1.0
3,0,0.4358373284339905,1.738182783126831,-0.03282541036605835,0.1141786053776741,0.0003803873551078141,0.454478766337366,1.6745869020454123,-0.01637262683065151,0.10625412367883902,0.0
3,1,-0.2017861157655716,0.6996297240257263,0.03858904540538788,-0.10753238201141357,0.000406409555580467,-0.1897059180548077,0.6654430921209795,0.04643556338320544,-0.11252663740612195,0.0
3,2,0.4716557264328003,-0.303739070892334,-0.045863471925258636,0.3363020420074463,0.067435622215271,-1.5,2.469826357025417,-0.45,0.30147780826211756,1.0
3,3,-0.07955971360206604,1.1614118814468384,0.08001458644866943,-0.12224330753087997,0.0005832240567542613,-0.05280835956016948,1.1090148231326131,0.09808489055983978,-0.1332334985681015,0.0
3,4,0.47126179933547974,-0.2492372840642929,0.019842013716697693,0.39587438106536865,0.0607869029045105,-1.5,1.2819540111405123,-0.45,0.1372504803740845,1.0
4,0,0.4068925678730011,1.905096411705017,-0.04259978607296944,0.14799612760543823,0.00035795720759779215,0.4381061395067145,1.8108410257242513,-0.01637262683065151,0.13625412367883902,0.0
4,1,-0.16314759850502014,0.5655221343040466,0.03313174098730087,-0.13502804934978485,0.00037680435343645513,-0.14327035467160226,0.5179164547148576,0.04643556338320544,-0.14752663740612196,0.0
4,2,0.7220728993415833,-0.17696012556552887,-0.05147850513458252,0.3296862542629242,0.9999862909317017,-1.5,2.5,-0.45,0.3314778082621176,1.0
4,3,-0.004893515259027481,1.0154167413711548,0.07059051096439362,-0.1462780237197876,0.0004088908317498863,0.0452765309996703,0.9407813245645116,0.09808489055983978,-0.1682334985681015,0.0
4,4,0.4191170632839203,0.2788560092449188,0.009797260165214539,0.36445173621177673,0.9969894289970398,-1.5,1.4492044915145967,-0.45,0.1672504803740845,1.0
5,0,0.36808809638023376,2.0985867977142334,-0.05644712224602699,0.1820554882287979,0.00035846143146045506,0.421733512676063,1.9770951494030904,-0.01637262683065151,0.16625412367883902,0.0
5,1,-0.12332659959793091,0.40510112047195435,0.029336005449295044,-0.16011808812618256,0.0006120568141341209,-0.09683479128839682,0.3353898173087356,0.04643556338320544,-0.18252663740612196,0.0
5,2,0.484894335269928,-0.26149046421051025,0.02048926055431366,0.414632111787796,0.06538525223731995,-1.5,2.5,-0.45,0.3614778082621176,1.0
5,3,0.06099341809749603,0.8426896929740906,0.061991527676582336,-0.16780510544776917,0.0003396016254555434,0.1433614215595101,0.7375478259964101,0.09808489055983978,-0.2032334985681015,0.0
5,4,0.5139986276626587,-0.17601679265499115,0.06217367947101593,0.4520680606365204,0.03829090669751167,-1.5,1.6464549718886812,-0.45,0.1972504803740845,1.0
6,0,0.310138463973999,2.3076188564300537,-0.07911677658557892,0.2320980429649353,0.00040894519770517945,0.4053608858454115,2.1733492730819295,-0.01637262683065151,0.19625412367883902,0.0
6,1,-0.09090134501457214,0.21526771783828735,0.017907656729221344,-0.18408289551734924,0.0007375434506684542,-0.050399227905191385,0.12,0.04248854049563298,0.0,1.0
6,2,0.8397368788719177,-0.4551304578781128,0.10976393520832062,0.7182894945144653,0.9999544620513916,-1.5,2.5,-0.45,0.39147780826211764,1.0
6,3,0.10911518335342407,0.6432659029960632,0.050154611468315125,-0.1818877011537552,0.0002574520476628095,0.24144631211934986,0.4993143274283086,0.09808489055983978,-0.2382334985681015,0.0
6,4,0.8710026144981384,0.20046718418598175,0.3854507803916931,0.33735865354537964,0.9891506433486938,-1.5,1.8737054522627656,-0.45,0.2272504803740845,1.0
7,0,0.22056815028190613,2.419071674346924,-0.12997481226921082,0.25351133942604065,0.00021881672728341073,0.38898825901476003,2.3996033967607686,-0.01637262683065151,0.22625412367883901,0.0
7,1,-0.05850825086236,0.02875446528196335,-0.003913946449756622,-0.19878041744232178,0.021671345457434654,-0.009716450380622813,0.12,0.037224741434980245,0.0,1.0
7,2,0.5610775947570801,-0.32074999809265137,-0.003585338592529297,0.47260457277297974,0.21816404163837433,-1.5,2.5,-0.45,0.42147780826211767,1.0
7,3,0.15080945193767548,0.43076658248901367,0.040116749703884125,-0.20038211345672607,0.00042572259553708136,0.3395312026791896,0.22608082886020708,0.09808489055983978,-0.27323349856810153,0.0
7,4,0.5352679491043091,-0.25847917795181274,0.029947131872177124,0.45732882618904114,0.05845781788229942,-1.5,2.13095593263685,-0.45,0.2572504803740845,1.0
8,0,0.018272921442985535,2.166903018951416,-0.2314850091934204,0.14705774188041687,1.3112507986079436e-05,0.37261563218410854,2.5,-0.01637262683065151,0.25625412367883904,0.0
8,1,-0.3826572000980377,0.11297624558210373,-0.15977813303470612,-0.005004413425922394,0.9624829888343811,0.02592623954337077,0.12,0.03261306128045413,0.0,1.0
8,2,0.8621597290039062,-0.5000956654548645,-0.018671534955501556,0.5375955700874329,0.9826492071151733,-1.5,2.5,-0.45,0.4514778082621177,1.0
8,3,0.1317068636417389,0.21515852212905884,-0.004026681184768677,-0.21140402555465698,0.0002550389908719808,0.4376160932390294,0.14,0.0907285237678518,0.0,1.0
8,4,0.16879938542842865,0.2687431573867798,-0.2553116977214813,0.275900274515152,0.9995973706245422,-1.5,2.4182064130109344,-0.45,0.2872504803740845,1.0
9,0,-0.2317773848772049,2.1508891582489014,-0.290880024433136,0.14228780567646027,3.1569667044095695e-05,0.35624300535345704,2.5,-0.01637262683065151,0.28625412367883907,0.0
9,1,-0.3966887593269348,0.16389641165733337,-0.15947380661964417,-0.04777907580137253,0.0024726383853703737,0.057153245719405596,0.12,0.02857271065107187,0.0,1.0
9,2,0.541519284248352,-0.31593888998031616,0.00014260411262512207,0.4649180769920349,0.15935054421424866,-1.5,2.5,-0.44982,0.55,1.0
9,3,-0.0379154346883297,0.14868825674057007,-0.08235446363687515,-0.035956114530563354,0.9999988079071045,0.5249422973655867,0.14,0.08077673881706555,0.0,1.0
9,4,0.7173792719841003,0.7888263463973999,0.484064519405365,0.45366209745407104,0.9900813698768616,-1.5,1.9281067358247292,-0.44982,-0.4900996771862053,1.0
10,0,-0.28570640087127686,1.158455729484558,-0.07835203409194946,-0.014921162277460098,1.0801014468597714e-05,0.33987037852280555,2.5,-0.01637262683065151,0.3162541236788391,0.0
10,1,-0.5446022748947144,0.10325831174850464,-0.160355806350708,-0.07808517664670944,0.001525610568933189,0.08451161616780692,0.12,0.025032908960287203,0.0,1.0
10,2,0.5175172090530396,-0.2932252287864685,0.003982946276664734,0.43021097779273987,0.10405491292476654,-1.5,2.5,-0.44982,0.55,1.0
10,3,-0.007727336138486862,0.17650088667869568,-0.08574816584587097,-0.07356756180524826,0.0014544816222041845,0.6026899084770123,0.14,0.07191654027806868,0.0,1.0
10,4,0.5248197317123413,-0.27261823415756226,0.010425850749015808,0.434089720249176,0.05641884729266167,-1.5,1.4680070586385239,-0.44982,-0.46009967718620526,1.0
11,0,-0.36888280510902405,1.1891233921051025,-0.08580128848552704,0.01803377829492092,0.0007064937381073833,0.32349775169215406,2.5,-0.01637262683065151,0.3462541236788391,0.0
11,1,-0.7009322047233582,0.03227986395359039,-0.16631723940372467,-0.10646944493055344,0.0021930960938334465,0.10848062649728192,0.12,0.021931644451469626,0.0,1.0
11,2,0.868471086025238,-0.5511937737464905,0.056290045380592346,0.746404230594635,0.9999752044677734,-1.5,2.5,-0.44982,0.55,1.0
11,3,-0.11682569980621338,0.10099674016237259,-0.09146500378847122,-0.0920775830745697,0.0007668263860978186,0.6719095784946534,0.14,0.06402819476631803,0.0,1.0
11,4,0.869231641292572,0.22983498871326447,0.38318201899528503,0.5318511128425598,0.9877309203147888,-1.5,1.0379073814523188,-0.44982,-0.43009967718620523,1.0
12,0,-0.4565417468547821,1.2557275295257568,-0.0930769145488739,0.051842011511325836,0.0006588870310224593,0.30712512486150256,2.5,-0.01637262683065151,0.37625412367883915,0.0
12,1,-0.9443082213401794,0.07946420460939407,-0.19594857096672058,-0.0243106409907341,0.951005756855011,0.12948017605956408,0.12,0.019214587849488183,0.0,1.0
12,2,0.5605880618095398,-0.32336825132369995,-0.005543671548366547,0.4703241288661957,0.2198977917432785,-1.5,2.5,-0.44982,0.55,1.0
12,3,-0.21925286948680878,0.01866087317466736,-0.09894956648349762,-0.10904328525066376,0.004592919256538153,0.7335367159572345,0.14,0.05700510215288753,0.0,1.0
12,4,0.5475410223007202,-0.30128681659698486,0.0017820298671722412,0.45414605736732483,0.10693427175283432,-1.5,0.6378077042661136,-0.44982,-0.4000996771862052,1.0
13,0,-0.5504963994026184,1.3569865226745605,-0.09971664845943451,0.08553288877010345,0.0005706637166440487,0.29075249803085107,2.5,-0.01637262683065151,0.4062541236788392,0.0
13,1,-0.9659294486045837,0.1271161586046219,-0.19727398455142975,-0.05915182828903198,0.0012827083701267838,0.147878143925449,0.12,0.016834140597284716,0.0,1.0
13,2,0.8329142332077026,-0.5043894052505493,-0.0846380814909935,0.49468520283699036,0.9610770344734192,-1.5,2.5,-0.44982,0.55,1.0
13,3,-0.4267602562904358,0.058091118931770325,-0.1242980808019638,-0.02995309792459011,0.932456910610199,0.7884041267793888,0.14,0.05075235501049268,0.0,1.0
13,4,0.13910320401191711,0.31830573081970215,-0.24478916823863983,0.3334030508995056,0.9998884201049805,-1.5,0.2677080270799084,-0.44982,-0.3700996771862052,1.0
14,0,-0.6501566767692566,1.4925981760025024,-0.10725530982017517,0.11690261214971542,0.0004479777126107365,0.2743798712001996,2.5,-0.01637262683065151,0.4362541236788392,0.0
14,1,-1.165233850479126,0.08750580251216888,-0.21086463332176208,-0.09007345139980316,0.0005969000048935413,0.16399683354734912,0.12,0.014748601004038608,0.0,1.0
14,2,0.5373355150222778,-0.3268141746520996,-0.00815032422542572,0.45290401577949524,0.1532863974571228,-1.5,2.5,-0.44982,0.55,1.0
14,3,-0.39767777919769287,0.10829836875200272,-0.12153032422065735,-0.06502130627632141,0.004662663675844669,0.837253268476988,0.14,0.04518545607027927,0.0,1.0
14,4,0.4605368375778198,-0.2770453691482544,-0.0035053640604019165,0.3964826166629791,0.04721160605549812,-1.5,0.15,-0.44892036,0.0,1.0
15,0,-0.756181538105011,1.6671826839447021,-0.11695067584514618,0.15255951881408691,0.0003423613088671118,0.2580072443695481,2.5,-0.01637262683065151,0.4662541236788392,0.0
15,1,-1.3177858591079712,0.11237554252147675,-0.2473335564136505,-0.07135433703660965,0.12890462577342987,0.1781186190087161,0.12,0.012921433697150776,0.0,1.0
15,2,0.6774297952651978,-0.30061066150665283,-0.03043472394347191,0.439776211977005,0.5307325124740601,-1.5,2.5,-0.44982,0.55,1.0
15,3,-0.5195877552032471,0.0438079759478569,-0.12031637877225876,-0.0932619646191597,0.00212201289832592,0.8807442699446318,0.14,0.04022917635757051,0.0,1.0
15,4,0.06748858839273453,0.15614314377307892,-0.3128398656845093,0.08878476917743683,0.9999985694885254,-1.5,0.18,-0.44847143964,0.03,1.0
16,0,-0.8659903407096863,1.87244713306427,-0.13183701038360596,0.18462607264518738,0.00021901480795349926,0.24163461753889656,2.5,-0.01637262683065151,0.49625412367883925,0.0
16,1,-1.087174892425537,0.17220816016197205,-0.25975286960601807,-0.1826394647359848,0.0010798146249726415,0.19049089177373796,0.12,0.011320629579995009,0.0,1.0
16,2,0.5199248194694519,-0.3173074722290039,-0.0025681033730506897,0.43988940119743347,0.10488283634185791,-1.5,2.5,-0.44982,0.55,1.0
16,3,-0.7179202437400818,0.09610150754451752,-0.13744321465492249,-0.017983675003051758,0.9951416254043579,0.9194648521887935,0.14,0.035816538575849495,0.0,1.0
16,4,0.1326439529657364,-0.10127454996109009,0.07583993673324585,0.09860309213399887,0.26609259843826294,-1.5,0.24,-0.44847143964,0.06,1.0
17,0,-0.969238817691803,2.0625503063201904,-0.1598120629787445,0.20190197229385376,0.0001028465194394812,0.22526199070824504,2.5,-0.01637262683065151,0.5262541236788393,0.0
17,1,0.16714082658290863,-0.13581933081150055,-0.08705446124076843,0.130020409822464,0.005155869759619236,0.20133039459658317,0.12,0.009918145082903378,0.0,1.0
17,2,0.5312200784683228,-0.32009512186050415,0.00813223421573639,0.4629347324371338,0.14282244443893433,-1.5,2.5,-0.44982,0.55,1.0
17,3,-0.6792100667953491,0.14905504882335663,-0.1354394257068634,-0.056956253945827484,0.0013788101496174932,0.9539382705680486,0.14,0.03188791200081101,0.0,1.0
17,4,-0.03643256798386574,0.12977340817451477,-0.05648329108953476,-0.018416758626699448,0.9967825412750244,-1.5,0.32999999999999996,-0.44847143964,0.09,1.0
18,0,-1.040771484375,1.846815824508667,-0.20077897608280182,0.031391486525535583,2.5634888061176753e-06,0.20888936387759352,2.5,-0.01637262683065151,0.55,0.0
18,1,0.04500702768564224,0.06679825484752655,-0.07483964413404465,0.034645259380340576,0.7707229852676392,0.21082701851346314,0.12,0.008689410883945186,0.0,1.0
18,2,0.5129843950271606,-0.2937491536140442,0.0061752647161483765,0.42349928617477417,0.10008852183818817,-1.5,2.5,-0.44982,0.55,1.0
18,3,-0.8094961047172546,0.0837693139910698,-0.13467368483543396,-0.08929342776536942,0.0014858391368761659,0.9846303858688292,0.14,0.02839020665322205,0.0,1.0
18,4,-0.04527878388762474,0.2503521144390106,-0.0933237299323082,0.0391632542014122,0.003220031503587961,-1.5,0.44999999999999996,-0.44847143964,0.12,1.0
19,0,-1.221165418624878,1.8601744174957275,-0.21469508111476898,0.05585204064846039,0.00011714218999259174,0.192516737046942,2.5,-0.01637262683065151,0.55,0.0
19,1,0.07096646726131439,0.10658193379640579,-0.05618106573820114,-0.04373607039451599,0.006845083553344011,0.21914712943484066,0.12,0.007612901493060428,0.0,1.0
19,2,0.5142467021942139,-0.2954738140106201,0.004861906170845032,0.4204067289829254,0.08890943229198456,-1.5,2.5,-0.44982,0.55,1.0
19,3,-0.9726442694664001,0.04582146555185318,-0.13954290747642517,-0.07990121096372604,0.08872557431459427,1.0119559597725554,0.14,0.02527615586094676,0.0,1.0
19,4,-0.2666521370410919,0.5681185126304626,-0.23468756675720215,0.3086448311805725,0.9992693066596985,-1.5,0.6,-0.44847143964,0.15,1.0
20,0,-1.3845317363739014,1.838350772857666,-0.2272222340106964,0.07425256073474884,6.010029392200522e-05,0.17614411021629048,2.5,-0.01637262683065151,0.55,0.0
20,1,0.012065600603818893,0.07056848704814911,-0.05562053620815277,-0.06844211369752884,0.002601269632577896,0.22643648261444602,0.12,0.0066697581593389045,0.0,1.0
20,2,0.5067616701126099,-0.28448063135147095,0.011578649282455444,0.42430436611175537,0.09730718284845352,-1.5,2.5,-0.44982,0.55,1.0
20,3,-1.1688519716262817,0.07576459646224976,-0.15538443624973297,-0.03048967756330967,0.79766446352005,1.0362842597887165,0.14,0.022503677514949163,0.0,1.0
20,4,0.3725399971008301,-0.22892288863658905,0.03490643948316574,0.3718683421611786,0.027170704677700996,-1.5,0.78,-0.44847143964,0.18,1.0
21,0,-1.433606505393982,1.6558825969696045,-0.20137986540794373,0.03390722721815109,1.7818982087192126e-05,0.15977148338563896,2.5,-0.01637262683065151,0.55,0.0
21,1,-0.09030458331108093,0.02062307298183441,-0.06831321120262146,-0.06688161939382553,0.001540949335321784,0.23282277605201301,0.12,0.005843458495373806,0.0,1.0
21,2,0.6359209418296814,-0.3260279893875122,-0.005703233182430267,0.5848645567893982,0.2417563796043396,-1.5,2.5,-0.44982,0.55,1.0
21,3,-1.1649034023284912,0.11661187559366226,-0.1502423882484436,-0.06125795841217041,0.0007920344360172749,1.057944049396855,0.14,0.02003530538752818,0.0,1.0
21,4,0.1101800799369812,0.07865771651268005,-0.2849220335483551,0.04639871418476105,0.9999970197677612,-1.5,0.99,-0.44847143964,0.21,1.0
22,0,-1.5661488771438599,1.622403860092163,-0.19162142276763916,0.057685352861881256,0.00014868387370370328,0.14339885655498744,2.5,-0.01637262683065151,0.55,0.0
22,1,-0.1935729831457138,0.06342359632253647,-0.09132969379425049,-0.026134487241506577,0.8918958902359009,0.23841788756133345,0.12,0.005119527031028185,0.0,1.0
22,2,0.5505761504173279,-0.31923699378967285,0.0034366771578788757,0.4651513397693634,0.18352490663528442,-1.5,2.5,-0.44982,0.55,1.0
22,3,-1.3303598165512085,0.08498332649469376,-0.1521635800600052,-0.09040281176567078,0.0007492596632800996,1.077228030832351,0.14,0.017837682827833684,0.0,1.0
22,4,0.14812421798706055,0.25380250811576843,-0.03941375017166138,0.08257488161325455,0.9993956089019775,-1.5,1.23,-0.44847143964,0.24,1.0
23,0,-1.671644926071167,1.5873298645019531,-0.17025840282440186,0.07433266937732697,0.0001781693281373009,0.12702622972433592,2.5,-0.01637262683065151,0.55,0.0
23,1,-0.16583582758903503,0.10991543531417847,-0.09164273738861084,-0.06200193613767624,0.0027417410165071487,0.24331983469354293,0.12,0.0044852816259716806,0.0,1.0
23,2,0.5158312320709229,-0.2975742220878601,0.005529575049877167,0.41947585344314575,0.09630005806684494,-1.5,2.5,-0.44982,0.55,1.0
23,3,-1.4779547452926636,0.10100030899047852,-0.1738860309123993,-0.07275852560997009,0.16507458686828613,1.094396800554141,0.14,0.015881111992655676,0.0,1.0
23,4,0.16856636106967926,0.4882838726043701,-0.04885756969451904,0.13768257200717926,0.00024152574769686908,-1.5,1.5,-0.44847143964,0.27,1.0
24,0,-1.7514569759368896,1.5555843114852905,-0.14196990430355072,0.07967925816774368,0.00018043820455204695,0.11065360289368441,2.5,-0.01637262683065151,0.55,0.0
